PQ,Wat1,Wat2,Wat3,year,month,index
78501.4692213,333.8831236,14.1437976693,38.880387317,2017,11,1560
82987.606827,334.069352528,13.8329079896,32.9696591096,2017,11,1561
81098.8553902,333.847245049,17.4951084015,39.2853830573,2017,11,1562
79586.3715917,333.962379146,17.5082411166,36.9516007139,2017,11,1563
82299.6511541,234.849168038,15.3794549699,39.3247336799,2017,11,1564
82054.1341283,100.831214301,11.8933774533,30.8395558519,2017,11,1565
81984.7434543,126.629316223,14.4361169674,39.3792581663,2017,11,1566
85341.969547,324.137371706,13.4721577169,37.7547426514,2017,11,1567
86935.7287141,273.789057588,18.110352331,34.3991949814,2017,11,1568
85115.0856003,186.080172613,13.7290083652,41.0157488371,2017,11,1569
87928.0450591,246.307852047,15.8258715545,34.524453765,2017,11,1570
88767.0805303,229.632810077,14.5178733001,46.0483263941,2017,11,1571
86798.8669771,101.145021309,16.0564665133,34.0737328887,2017,11,1572
86632.0285406,172.46978691,12.89102034,37.668609862,2017,11,1573
81550.9441351,106.187839649,14.4402731156,36.695721356,2017,11,1574
80519.2513547,316.651280519,13.0802045999,39.5530592788,2017,11,1575
89776.857807,234.304903222,20.8361189618,38.8939923032,2017,11,1576
92175.4320741,178.053299446,13.8179211482,33.5878881914,2017,11,1577
85849.0033709,236.525415476,12.5322633209,37.6652166549,2017,11,1578
90985.4152284,165.092983632,13.6265415049,39.2888767449,2017,11,1579
88247.6627496,299.634185399,17.7289272248,39.1841351432,2017,11,1580
86944.874105,207.703262526,15.6853417701,32.1427100279,2017,11,1581
91829.7112949,169.962579492,12.5585205715,41.7834722142,2017,11,1582
86742.6783054,324.786840368,15.3289609557,37.7034600274,2017,11,1583
91961.5860946,321.819374857,14.3851815637,37.5998854336,2017,11,1584
93774.3020963,299.142036949,20.1087832488,37.3422572478,2017,11,1585
87034.55301,162.175433848,12.7578352388,41.4413973557,2017,11,1586
85461.0878816,314.978605982,13.533863755,41.2711770001,2017,11,1587
86949.8501242,272.920741013,12.6245873743,39.6778762149,2017,11,1588
92643.7926034,241.000405267,15.431058942,42.0332798512,2017,11,1589
85908.6296838,232.866174543,18.7445522931,35.3897104594,2017,11,1590
87041.0427086,192.487956477,13.8565401972,41.4434747934,2017,11,1591
86644.5882073,282.382732532,14.948616283,41.4598424535,2017,11,1592
80792.3464522,267.202999454,13.4556250644,41.2634500805,2017,11,1593
91105.0249939,242.990059964,16.0460731452,41.0450532035,2017,11,1594
91906.5360289,294.118005813,15.6146711938,35.0881014225,2017,11,1595
88814.1058874,256.222245135,14.771141902,35.013477501,2017,11,1596
90538.0693268,180.430101207,12.7657793132,39.1600745035,2017,11,1597
86632.4224673,293.015421114,15.3173697702,38.8679005366,2017,11,1598
94590.1132272,234.635142601,18.7449335097,37.0425597458,2017,11,1599
92158.2172267,225.063765757,15.5025168794,39.1019732693,2017,11,1600
91892.9289006,101.416218088,12.3871094709,35.0332895193,2017,11,1601
89617.2628839,208.342451382,13.2323676438,39.483590515,2017,11,1602
94514.0066956,101.341237955,15.1682016146,37.5814853489,2017,11,1603
86363.5061926,101.29798209,18.1901271625,41.7293766135,2017,11,1604
90043.3307796,140.344786886,14.5587904356,47.9121232334,2017,11,1605
88728.2008999,232.835945956,13.3433528688,37.4770813404,2017,11,1606
87768.6586913,231.383586702,15.208229755,41.4535312627,2017,11,1607
85972.3421345,136.494837056,15.7473231961,48.2675243911,2017,11,1608
91649.8441463,248.456979645,15.8927334138,45.8826791148,2017,11,1609
89769.9790153,138.786470696,12.2909753993,43.9387278814,2017,11,1610
85959.7699686,185.664502765,14.458965216,48.0266304229,2017,11,1611
87633.4603409,290.786656842,13.1162753763,39.6402751614,2017,11,1612
91371.4921198,202.649174377,21.563018399,43.9518659705,2017,11,1613
84739.6937316,122.908353072,13.7085524669,47.7319222099,2017,11,1614
87364.2590447,101.177164439,13.2958168939,41.4007287967,2017,11,1615
87659.4920203,178.727765949,13.0458053649,48.0184577622,2017,11,1616
89878.2635065,288.020057946,16.7307653815,42.050216314,2017,11,1617
88540.086563,203.99634079,16.0160232089,50.139531635,2017,11,1618
87645.8707025,245.89454356,13.8217511398,42.0994566202,2017,11,1619
89282.0171901,270.518323465,15.7748659255,46.0571507146,2017,11,1620
88660.0747916,277.541458718,14.2717202464,41.9980012185,2017,11,1621
91161.4460979,257.558675812,18.941278377,52.251408316,2017,11,1622
86381.5015579,284.086679401,12.2347799326,42.1557343006,2017,11,1623
89739.0170489,337.646970045,13.2283793875,42.2825987515,2017,11,1624
91386.091362,345.793245198,12.3626359391,52.8713670931,2017,11,1625
85086.4992837,125.679753039,19.1933854012,41.517314488,2017,11,1626
91656.202684,235.87575895,16.4347315582,51.3451654698,2017,11,1627
92085.7380399,101.227579841,12.6115200386,43.7177194319,2017,11,1628
87026.6930081,100.995696467,13.9890085992,42.1675272308,2017,11,1629
90320.1260131,232.16604818,15.6547783412,53.8562431975,2017,11,1630
93019.6225299,286.487041207,16.0256519325,45.3240365035,2017,11,1631
86047.4434354,344.353901999,13.5108839982,48.5995348574,2017,11,1632
91954.2355122,344.168786888,13.2069077601,42.2491709535,2017,11,1633
88865.1101917,344.633923849,17.3681731401,50.2768415811,2017,11,1634
88028.8670044,344.746306392,16.4305587964,42.1158762329,2017,11,1635
94111.1396385,344.517460338,13.9537119628,51.9004626788,2017,11,1636
92325.61862,344.965647557,13.0139480804,46.7352686083,2017,11,1637
90607.3186422,345.031814813,14.7053905461,45.9834967422,2017,11,1638
88956.9100942,344.771947919,20.1259222534,42.4561662658,2017,11,1639
93159.8008418,344.6434728,12.5681466001,50.4838861731,2017,11,1640
92231.6216505,344.656003375,13.1838498494,42.1326311822,2017,11,1641
91698.3966166,344.816191211,11.760620928,52.6318625669,2017,11,1642
89860.1127097,344.815878829,19.4661512247,42.5919403503,2017,11,1643
89111.1953657,344.738484084,13.9418341211,49.1336936267,2017,11,1644
91649.5548544,345.003378803,15.247398991,45.8118913716,2017,11,1645
92564.5395011,345.041891006,13.6611985215,50.6420645665,2017,11,1646
92578.5119078,345.118463223,17.2073912742,42.4704341566,2017,11,1647
94629.2117261,345.099863692,14.7472192215,56.6825856925,2017,11,1648
89153.5478896,345.341603461,12.6674943766,41.6978293779,2017,11,1649
86469.0354428,345.354982656,13.9461451112,40.6756887311,2017,11,1650
97206.5717569,345.554128544,16.2103283392,57.0144817157,2017,11,1651
89796.9588049,345.370005242,18.5167266931,43.7258285772,2017,11,1652
90736.456157,345.340871478,13.0523917195,52.2210574038,2017,11,1653
92892.6256528,345.387604792,13.6323712664,46.292897747,2017,11,1654
88681.8373449,345.533445758,13.3456916113,42.1284592986,2017,11,1655
92744.8867867,345.320684865,17.286012756,42.1957023987,2017,11,1656
96935.2196922,345.564394983,13.2122859067,59.9171000094,2017,11,1657
91234.4005627,345.853017117,14.1988029038,41.8513720272,2017,11,1658
89909.2730978,281.611555804,14.3307791714,51.7690804738,2017,11,1659
92526.7105004,317.265030293,18.7878839162,41.8889261227,2017,11,1660
88547.7924888,123.931005196,13.341539366,54.074159136,2017,11,1661
93479.1000384,173.637407527,13.8343521613,42.1494886377,2017,11,1662
93654.9550995,288.944959952,13.0707697576,47.359883391,2017,11,1663
87905.5887671,203.291145771,18.952664691,52.4156680894,2017,11,1664
93549.2882015,100.613233713,12.6103660496,46.3917420391,2017,11,1665
95986.8208648,258.86560122,13.5014380306,56.1859622351,2017,11,1666
92241.9970921,141.314589827,12.8486894047,48.3333862823,2017,11,1667
92149.7242852,194.344554871,19.3603685422,40.2717101668,2017,11,1668
92513.3430071,193.572468252,13.6354638194,50.2523761012,2017,11,1669
94106.5089748,125.195763642,14.6394813394,42.6117632645,2017,11,1670
97673.0162733,282.726655531,12.16171639,51.7307243423,2017,11,1671
95962.6736206,211.398694657,16.7238844159,51.9395167544,2017,11,1672
92818.0242645,137.455550844,13.2740700097,50.2431870279,2017,11,1673
95006.4273393,227.54860539,12.9175657822,37.8816452515,2017,11,1674
101043.032172,317.283372482,12.6243185332,51.9756750315,2017,11,1675
93439.2992542,262.844631215,19.4153520489,46.1923469248,2017,11,1676
95768.7644612,209.028149616,16.928951751,42.133680029,2017,11,1677
92488.5266039,320.292611754,13.8767010285,53.9489312867,2017,11,1678
94144.8188371,253.103832386,12.0494364554,42.1111803672,2017,11,1679
95770.7282653,271.141008532,14.8159732613,45.0264402973,2017,11,1680
93090.1174651,128.247987047,14.9317050157,45.3117619529,2017,11,1681
94729.4892442,165.338011264,13.4165603495,46.0705586056,2017,11,1682
94456.2739426,110.960365335,14.0103614788,46.3432813493,2017,11,1683
92840.7367778,202.701131949,15.5133268136,51.4480543349,2017,11,1684
98318.282941,259.307093385,18.4263371633,41.5525957007,2017,11,1685
92994.484787,267.662040615,13.5366207329,45.7898487049,2017,11,1686
94381.2171225,269.909368267,14.0160609081,36.5018684143,2017,11,1687
96450.4884762,272.377638214,13.7063845379,41.4165082271,2017,11,1688
91684.3800124,274.542422183,19.3561738698,60.3855379972,2017,11,1689
92379.4983592,276.308741217,11.6990219182,31.4245679689,2017,11,1690
97653.0893933,277.554605541,13.6051162781,52.9423941908,2017,11,1691
91698.0196213,279.021340389,13.8003409532,38.8806345095,2017,11,1692
97000.3501093,279.987960225,19.9641424844,45.5024378024,2017,11,1693
99672.7169246,280.185755469,15.1178746239,36.0988675428,2017,11,1694
97450.0548308,280.101560798,13.4109613804,49.1331776916,2017,11,1695
92431.3846881,280.482932041,13.4293691298,41.9646589461,2017,11,1696
97357.0912881,280.051673763,17.9357703538,46.1493797068,2017,11,1697
91528.4364736,279.807052124,11.5768322949,46.1881765061,2017,11,1698
94360.5088241,279.262591841,13.0285820755,46.09060501,2017,11,1699
98943.5489854,278.405712112,15.0266096969,46.0676920771,2017,11,1700
92759.8028311,277.880163077,19.4814159958,56.2423093139,2017,11,1701
97210.5744491,277.448745786,13.7804463604,47.9880972254,2017,11,1702
96794.6516304,276.783791346,13.8283463313,50.1712057713,2017,11,1703
96474.1885737,276.616918489,12.6706093281,42.2136296178,2017,11,1704
94600.9285518,276.390888491,20.4159849052,48.171449698,2017,11,1705
104586.427347,275.981377107,14.6989969275,47.6883562881,2017,11,1706
97679.0592701,275.824385741,13.1406540806,49.2474981961,2017,11,1707
92338.1948709,275.362523503,12.2954664612,50.144909207,2017,11,1708
95973.553698,274.97002261,17.8268895646,42.3132958132,2017,11,1709
93268.8721216,274.715417083,15.4955519606,56.567447739,2017,11,1710
95830.1532564,274.570858832,14.5988215927,42.3748344354,2017,11,1711
96087.4285799,274.660656982,14.051400485,52.3267523977,2017,11,1712
91152.5425242,274.449745098,17.3111606542,42.2223486579,2017,11,1713
97108.140402,274.342886058,15.9044879978,58.3373974326,2017,11,1714
97301.5650461,275.140438763,12.8403368029,40.3978921933,2017,11,1715
90903.1888351,315.847584809,15.1528860335,48.3988484086,2017,11,1716
91972.567124,287.411608403,17.7572607075,52.5419026757,2017,11,1717
98001.5222058,317.39184349,15.272609702,49.5571343928,2017,11,1718
91032.5911463,333.478587883,13.0630339741,47.5046796321,2017,11,1719
94646.4680795,339.398528775,12.2840601899,51.9003863615,2017,11,1720
96621.1889045,292.374880608,18.1324444415,41.9654933807,2017,11,1721
89675.4351341,265.311672494,17.5670269055,53.6767527885,2017,11,1722
98073.2381528,257.416848449,15.8746460944,46.4987373998,2017,11,1723
97130.7043641,160.960468062,12.8777358873,49.0034176434,2017,11,1724
95139.3144849,195.268045214,18.2965237734,50.6578155528,2017,11,1725
91453.4315557,110.066713542,15.7996685594,50.7502062355,2017,11,1726
95543.1241597,281.29007423,13.5777420266,50.0867316641,2017,11,1727
93552.6843081,331.507723077,15.1278828002,52.7766358136,2017,11,1728
95128.7397046,337.056059947,18.6981622676,46.6521242735,2017,11,1729
93929.2283731,342.976851145,14.1525520274,48.8333205062,2017,11,1730
94409.2916585,347.963789097,12.9937870229,49.5537539456,2017,11,1731
94842.2389268,352.700374736,17.991315557,49.9068597661,2017,11,1732
93323.4825491,356.361849761,18.2730777832,48.80185649,2017,11,1733
95705.6093933,359.131876094,14.6677672443,49.1478385736,2017,11,1734
93761.316326,362.077749606,13.0649613293,48.8862784514,2017,11,1735
94435.0209072,364.460944344,19.4927536829,51.1711768465,2017,11,1736
89880.6133523,367.160188991,14.5283125921,46.0415824867,2017,11,1737
89462.4572566,369.019444108,14.6738862098,53.5257960821,2017,11,1738
96212.4932708,370.710084209,14.5989923249,42.7789867573,2017,11,1739
91984.3422679,372.15861168,19.8842968252,52.8261953376,2017,11,1740
91430.3213072,373.64602701,14.0638550233,52.8768479558,2017,11,1741
93101.141224,374.907699032,14.4739226336,42.3429775385,2017,11,1742
89378.0002552,375.490902306,18.9090225145,52.8586229589,2017,11,1743
90814.980303,376.281125507,16.513143805,42.4160925031,2017,11,1744
90342.2070702,377.105399208,14.0157088927,50.57542134,2017,11,1745
86450.4870367,377.531146936,12.8101684347,47.6179647972,2017,11,1746
91309.7946976,378.061624808,20.3634671345,45.4089073771,2017,11,1747
91617.7199586,378.282454403,14.8592604998,52.5017615198,2017,11,1748
87739.6281018,378.223392831,14.5789618381,42.5597784622,2017,11,1749
92179.8433191,378.268115626,13.0093621786,48.5659435437,2017,11,1750
87131.2121186,378.115740938,21.7676608444,44.6077358805,2017,11,1751
88303.3233486,378.123884679,15.1134608593,43.1897350794,2017,11,1752
89211.0803467,378.616753027,13.611332481,53.6404775112,2017,11,1753
89244.1483382,378.854915338,15.0622163242,48.1611939213,2017,11,1754
88443.2878539,378.834513846,19.0830122484,41.7819636123,2017,11,1755
90102.4369194,378.367860245,15.1217988608,41.7231469931,2017,11,1756
87351.2799359,101.277046335,15.7929300756,37.249575976,2017,11,1757
88622.8891291,5.2188932084,17.0220936233,37.6437687069,2017,11,1758
89110.2291142,5.2168129661,18.3279802112,41.801541933,2017,11,1759
86680.2826649,5.2142390042,14.8848055464,46.3192564124,2017,11,1760
89718.7460303,5.21351636491,15.275635069,50.1777993892,2017,11,1761
89142.3650606,5.21291522452,21.0756229803,42.2148039842,2017,11,1762
83274.3862764,5.18089051811,13.8787180904,49.8024867528,2017,11,1763
89060.988065,5.17809979779,14.2247841898,46.7508678107,2017,11,1764
86772.5488568,5.17771380864,13.4588930246,46.899515181,2017,11,1765
85787.8659651,5.17808322387,20.2745715739,47.2897255591,2017,11,1766
85243.3762377,5.17987448908,14.332860642,45.8437957588,2017,11,1767
89862.5396813,5.18192630167,12.9828527512,48.9534571799,2017,11,1768
84471.5986609,5.17956749027,15.7700488439,45.716680085,2017,11,1769
92276.0677318,5.18193224169,15.8302228644,45.915507201,2017,11,1770
82772.5325717,5.18493977247,13.357887671,48.812786247,2017,11,1771
86671.221456,5.18491166128,12.737801882,47.440412523,2017,11,1772
86231.4805474,5.18381942976,17.1947941007,44.9931856213,2017,11,1773
86817.9474425,8.25667653598,15.4853401215,43.9942735259,2017,11,1774
83941.0965385,64.3256305817,12.8663954263,48.7408754221,2017,11,1775
87451.261038,227.119763229,14.5447541842,42.0284951242,2017,11,1776
79666.0234131,354.087611572,18.3194433219,50.6984314098,2017,11,1777
85122.9519576,353.876272361,13.6616672189,43.5717945056,2017,11,1778
86835.5748429,353.763485014,11.9623782965,44.1012963585,2017,11,1779
89707.0418434,353.373324224,12.107492159,47.8069944334,2017,11,1780
78778.7375012,353.551841346,18.124393457,50.3606590424,2017,11,1781
84021.808978,353.421339896,17.2298699211,42.241069145,2017,11,1782
84604.0081823,353.579074338,12.939660886,44.372766926,2017,11,1783
85507.8175851,354.01057137,12.0712609195,52.3884888575,2017,11,1784
81061.2241437,354.21231044,14.8945916134,41.8227234741,2017,11,1785
81255.618173,353.948952357,14.6243844639,47.9771251786,2017,11,1786
85398.8497656,353.982732395,13.0085216807,48.0657579399,2017,11,1787
82328.100085,354.429689996,13.4707691305,44.0892683129,2017,11,1788
84366.6030782,354.224220539,15.5309483839,50.2069449639,2017,11,1789
86096.8813884,353.728565343,16.4183675906,42.1926802304,2017,11,1790
85102.0236346,354.302195133,12.6899040787,52.5150146908,2017,11,1791
81205.1554799,354.813491462,12.1711942064,41.8069430658,2017,11,1792
88523.6571057,355.037587152,14.9841852683,52.5713654125,2017,11,1793
81740.2988644,355.33517572,16.9795415009,41.9772714332,2017,11,1794
83400.3733498,355.363916518,12.0454631405,51.1043374664,2017,11,1795
90176.5884785,355.316464395,12.484717399,44.6191798073,2017,11,1796
83802.9117904,355.695494357,15.3618839951,42.1690283446,2017,11,1797
83318.5700986,355.124347037,17.93185624,55.8433862574,2017,11,1798
87001.7894032,354.56963708,13.6138480982,41.9332503536,2017,11,1799
84206.4808836,354.533964391,12.5268292684,54.7212646098,2017,11,1800
87996.4955307,354.648693226,15.0543104652,42.711338497,2017,11,1801
89297.1933124,354.317207925,14.2471057644,51.4393749319,2017,11,1802
79431.4170925,354.304303442,12.4268348108,42.853378528,2017,11,1803
84778.8228703,354.079147971,13.6095466871,50.7900542404,2017,11,1804
85832.5409969,354.062493738,17.1508455967,37.9931754898,2017,11,1805
81986.6257915,354.085649358,14.5412415203,55.6219152575,2017,11,1806
84077.0377683,354.394915743,12.5207167621,47.8761597077,2017,11,1807
84864.3840532,354.536373565,13.4071491756,49.6792020007,2017,11,1808
81627.53103,354.503573315,17.9062501531,47.7661257476,2017,11,1809
89249.6180997,354.534031793,13.0561420501,49.8996986607,2017,11,1810
87780.4595975,354.560458873,11.4367385804,46.9051666468,2017,11,1811
80563.4361416,354.828988717,12.6826248112,46.8953922463,2017,11,1812
89305.4602698,355.262948432,18.5422569932,55.6892687873,2017,11,1813
87100.2796319,355.31449452,15.044674319,42.2639704724,2017,11,1814
87285.4867953,355.521333423,13.474230426,46.904817575,2017,11,1815
85448.4662136,355.47624126,12.8225424607,54.6021169676,2017,11,1816
84579.5079775,355.570027694,18.0545092179,44.2774807349,2017,11,1817
88825.1551682,355.324383253,11.6866596049,50.0640632005,2017,11,1818
90230.3792187,355.496949018,12.92731076,51.9597407491,2017,11,1819
87796.1340532,355.663525991,15.3816690124,50.0603218274,2017,11,1820
87328.4791188,355.557251942,17.9200619805,49.9527373098,2017,11,1821
88512.9531663,355.242793551,12.735462198,49.7316842478,2017,11,1822
88945.062885,355.172246927,12.6538119244,47.4700095471,2017,11,1823
85551.5887121,355.621105452,19.2919338684,52.6601150178,2017,11,1824
87391.3778288,355.266113608,14.5021316642,50.2441927549,2017,11,1825
91498.4877462,355.412645926,11.7612934346,46.0079971289,2017,11,1826
84329.3100821,355.342715843,12.159866037,54.5290488833,2017,11,1827
87057.5180001,355.155686223,17.7926255415,46.0052766505,2017,11,1828
90447.6327977,355.124610236,15.4865009387,48.1240218277,2017,11,1829
88548.6231163,355.34252523,13.8368180158,56.7037636937,2017,11,1830
85517.1202218,355.403730566,12.7140852172,48.4785160823,2017,11,1831
91767.772328,355.292083508,18.554718749,51.6827188741,2017,11,1832
83628.9226886,350.710715843,13.6582826129,51.1369639574,2017,11,1833
87187.5696189,346.755750624,12.9695114649,50.7009225197,2017,11,1834
89514.5837892,355.193924288,13.1964251295,57.2402226738,2017,11,1835
87584.9333908,355.373450108,17.9939773247,52.4461388297,2017,11,1836
89111.9405293,355.54199857,12.8496664334,48.4319278345,2017,11,1837
90309.9114507,356.081687279,12.5290339734,50.3448809103,2017,11,1838
91370.4617577,355.706011753,12.9552815369,56.305037434,2017,11,1839
87068.3841866,355.199550931,19.8570175543,42.2615085255,2017,11,1840
93380.0838204,355.318052947,14.7299082314,58.384540248,2017,11,1841
89789.2391401,355.534277662,13.1561838565,52.2910893966,2017,11,1842
88277.9864033,355.814986163,12.8568879772,50.2916298674,2017,11,1843
92212.4103954,355.657082607,17.8247447043,49.9948557032,2017,11,1844
86787.8894382,355.596841473,13.3690880364,48.745883749,2017,11,1845
90598.5781053,355.473935273,12.9734007945,54.47981006,2017,11,1846
94096.178435,355.280123947,12.6064224763,52.2133119749,2017,11,1847
89193.743486,355.647565621,18.5460557722,47.180833133,2017,11,1848
89668.9128527,355.963408914,13.7648508511,55.310085948,2017,11,1849
97968.8022335,355.870590725,13.0373189413,44.5716252817,2017,11,1850
86751.0203917,355.943567978,14.611959084,57.6717449129,2017,11,1851
92459.142512,355.790148816,20.0147748129,50.3707275912,2017,11,1852
94001.2543574,355.878918384,16.6032133999,51.7375607227,2017,11,1853
87649.4663075,356.045865881,16.1359708376,46.0154134804,2017,11,1854
94041.2948615,356.11402344,15.5030959803,60.5368755301,2017,11,1855
100908.552939,356.232872541,22.3308596062,48.7212739303,2017,11,1856
97016.6317425,355.993992436,19.3077503175,56.2101798774,2017,11,1857
93048.2702257,356.108051901,16.9487745635,42.8119737973,2017,11,1858
101580.211108,337.901361118,16.8383869782,54.626907001,2017,11,1859
100603.249167,348.717420557,21.1670109751,59.483651962,2017,11,1860
96892.8535859,349.17119471,19.7057150065,55.1316471964,2017,11,1861
102578.995149,349.314576625,18.3306454333,42.6207451529,2017,11,1862
95751.441869,349.082420089,16.6326827619,54.2917973178,2017,11,1863
98866.2239523,348.757405189,19.5014023824,53.8385104187,2017,11,1864
112835.275129,348.507893093,18.8118475092,47.3182270323,2017,11,1865
111579.173916,348.800527818,16.4190059674,50.629427347,2017,11,1866
116200.935909,347.948115059,18.5387044629,53.8553332295,2017,11,1867
113544.317494,348.480873058,19.9374520844,49.7619458054,2017,11,1868
116737.290723,348.688325626,19.270002209,49.8415994068,2017,11,1869
115287.612685,347.835963773,14.2499993871,53.2566303086,2017,11,1870
111483.040257,348.396955785,14.5375745717,46.93515831,2017,11,1871
114706.918252,348.407269009,16.7495377258,58.6426921182,2017,11,1872
116446.037784,348.349221622,19.9404634556,52.1527110181,2017,11,1873
111768.276493,347.873591044,11.8095322091,48.5402331719,2017,11,1874
110757.910486,347.770370317,11.73123105,54.7121573907,2017,11,1875
119130.725054,347.459885214,12.4804150914,52.8627064929,2017,11,1876
113382.637841,347.430300976,19.3345062098,49.6865456634,2017,11,1877
111868.039825,347.348237347,14.6787254845,56.1988012319,2017,11,1878
112880.023008,347.124079098,12.9216774649,50.1972746414,2017,11,1879
111152.051382,347.06435771,12.8789529548,51.4094255675,2017,11,1880
113058.912787,347.163415896,18.0477097602,53.4144475719,2017,11,1881
112270.004042,347.170579277,14.4851784598,50.0778506256,2017,11,1882
111548.448316,316.481473288,14.6313707846,54.5582856926,2017,11,1883
113106.020671,223.296146721,13.1534047499,50.385664933,2017,11,1884
115116.216666,152.748971777,15.226844366,50.5737539088,2017,11,1885
119176.364745,202.961006051,15.4227797711,52.7947768754,2017,11,1886
114485.578822,271.674236059,12.5780798706,52.3632824937,2017,11,1887
113735.369448,144.215320731,12.7641757241,46.843418554,2017,11,1888
113616.145457,196.645467736,16.1162983927,52.9127133518,2017,11,1889
113550.81179,209.244969216,18.3764177888,54.0802987899,2017,11,1890
115424.101048,224.284978936,12.7022032276,56.1020315686,2017,11,1891
116247.621101,268.54367868,12.8908416477,42.1110857951,2017,11,1892
112381.55703,269.92803265,17.6083813096,61.6659288921,2017,11,1893
110291.242378,270.945433878,15.6929133098,41.8389325461,2017,11,1894
115176.628409,272.034974796,11.7909857316,61.808645088,2017,11,1895
114550.684964,272.462797654,11.8468760207,42.0984137026,2017,11,1896
114426.860812,272.710125399,18.3752512891,63.2119078112,2017,11,1897
112437.936741,272.803530009,15.0687548958,42.0504735793,2017,11,1898
115492.526337,272.837007305,13.8853675882,57.3313603295,2017,11,1899
111593.14503,272.367853917,12.9180038157,43.8518000396,2017,11,1900
112744.460152,272.259403957,19.2104470593,59.168115116,2017,11,1901
115586.719945,272.020376694,12.8412344837,47.3717950098,2017,11,1902
116011.560228,272.071126474,13.7231449928,53.3734447094,2017,11,1903
112712.295687,271.124456861,13.5782020583,55.4022821616,2017,11,1904
115558.584945,270.640335992,17.750786471,44.8035681407,2017,11,1905
117574.825429,270.38512388,11.5609258528,55.2522584112,2017,11,1906
113011.672871,272.631762327,12.8351576143,49.6258558469,2017,11,1907
115125.7109,321.462632766,14.8286221796,51.8833439489,2017,11,1908
112192.507742,322.612745336,19.3027349954,53.8832320118,2017,11,1909
114940.179982,324.241554548,12.7306861811,58.6163843204,2017,11,1910
116088.811435,325.349104899,12.1802802525,43.5117560304,2017,11,1911
116387.195796,326.22015546,12.9912561437,59.4005579506,2017,11,1912
112352.725009,326.673136582,17.7350076046,46.3630539156,2017,11,1913
117616.849452,326.908254647,14.602622508,56.1304339739,2017,11,1914
116902.28579,327.181268707,13.0321327436,52.1446319631,2017,11,1915
113702.527672,327.686326852,14.5221310616,55.4435535015,2017,11,1916
118218.370618,327.66718787,17.5750958576,44.7257619446,2017,11,1917
112211.13659,327.808786612,13.2676656184,56.3308914734,2017,11,1918
114269.590255,327.298316407,14.2393490622,46.9230170534,2017,11,1919
117306.485177,327.687136987,15.8098780499,58.7544468983,2017,11,1920
114893.131759,328.264566261,14.5071483748,52.9419408877,2017,11,1921
113411.806625,328.106763195,11.529047755,50.3030222502,2017,11,1922
118374.862774,327.934893559,13.6266682683,42.3386574261,2017,11,1923
116408.621652,327.811107661,18.0072217794,69.6439977739,2017,11,1924
113056.971701,327.838255744,16.3769624143,32.0401794574,2017,11,1925
117525.673027,328.161467528,12.5405355842,59.4572624394,2017,11,1926
113493.813478,327.74445601,12.9760219927,42.3046193814,2017,11,1927
112615.90441,327.721974594,15.4646861772,50.9802750791,2017,11,1928
116413.909102,328.099593591,18.9271977412,52.8761678603,2017,11,1929
115489.977905,328.661102536,12.3579404539,61.0326844818,2017,11,1930
112584.960335,328.52945931,11.9155248385,46.6190775004,2017,11,1931
116854.544884,328.915303204,12.796619276,44.5054008109,2017,11,1932
116748.721688,329.037456122,18.5504721137,50.8187014237,2017,11,1933
113635.314718,328.957554912,13.4101392129,59.3529645193,2017,11,1934
113395.313465,329.188104879,14.3662210555,40.0998118874,2017,11,1935
118659.894182,329.768375329,12.7400856806,42.8798704492,2017,11,1936
110765.886578,330.415052421,19.0284779406,54.2868876214,2017,11,1937
110803.194462,330.114142554,13.4017097688,52.4485149774,2017,11,1938
117906.439479,330.213835433,12.6284299278,46.2092582141,2017,11,1939
111630.512789,330.197171538,12.2419626284,56.9983106677,2017,11,1940
113258.336367,330.385299085,17.8652750706,46.2757560474,2017,11,1941
117193.33471,330.953880747,13.8181802646,49.9616646395,2017,11,1942
115755.477907,331.133230804,12.6885086769,46.67677197,2017,11,1943
114190.447103,331.36593202,13.3762463615,44.1452046852,2017,11,1944
114673.03829,331.695435994,15.9078549298,48.1040841028,2017,11,1945
111908.244678,332.077021993,17.5844644188,44.0538785332,2017,11,1946
108635.364035,333.0193445,13.5523208972,50.3801167466,2017,11,1947
116797.811441,333.939970596,13.90886001,44.2024305643,2017,11,1948
111429.435724,334.952711981,15.2117383971,42.1215749164,2017,11,1949
111222.579268,335.975047174,17.9969188716,49.4216924932,2017,11,1950
117373.327122,336.065043047,13.3354972737,50.2927097214,2017,11,1951
113713.630435,299.773481509,15.8473790579,41.943174883,2017,11,1952
117718.430728,241.101045463,15.5542145066,53.8333796394,2017,11,1953
119890.632929,220.23252497,19.8351264333,49.6317591983,2017,11,1954
114285.074673,111.103357871,14.7601049029,41.9186733854,2017,11,1955
113022.268811,138.742378165,14.2515514099,43.6788663267,2017,11,1956
119794.792695,170.071467866,15.7274545061,47.3941507111,2017,11,1957
118760.003443,286.799712553,19.6298856266,43.6303938918,2017,11,1958
117990.665405,135.454660299,13.6057626731,43.6373223918,2017,11,1959
122460.737251,237.253041364,12.6001072073,43.5166500687,2017,11,1960
114420.749756,214.123464906,13.9249792291,43.529371323,2017,11,1961
117604.070478,186.07107918,18.5619472212,55.7390635533,2017,11,1962
113173.510483,240.985331944,17.0478036773,40.3216447562,2017,11,1963
116516.197394,294.390296616,13.2630308528,50.8363650276,2017,11,1964
