date,15m_indx,Wat1,Wat2,Wat3,PQ
12/14/2017,20,356.8,8.8,29.3,127.7
12/14/2017,21,373.4,8.3,29.1,119.1
12/14/2017,22,278.1,8.8,31.8,120.4
12/14/2017,23,169,11,32.7,130.9
12/14/2017,24,248.2,17.8,33.7,115.2
12/14/2017,25,267,11.2,30.1,111.6
12/14/2017,26,357.1,10.6,32.2,119.3
12/14/2017,27,355.2,10.1,32,121.9
12/14/2017,28,260.1,11.2,32,129.3
12/14/2017,29,327.2,10.5,32.6,127.2
12/14/2017,30,189.9,11.5,33.7,117.6
12/14/2017,31,178.4,15.7,26.6,131.5
12/14/2017,32,285.1,11.7,43.6,126.2
12/14/2017,33,374.1,9.9,20.7,127
12/14/2017,34,272.7,9.8,39.5,137.4
12/14/2017,35,321.5,9.5,28.9,119.6
12/14/2017,36,124.1,9.4,35.1,131.2
12/14/2017,37,224.6,9.9,33,140.1
12/14/2017,38,124,17.2,32.4,125.7
12/14/2017,39,157.8,11.1,27,140.6
12/14/2017,40,344,8.9,37.4,134.5
12/14/2017,41,261.8,9.3,30.6,125.5
12/14/2017,42,124.3,8.9,41,135.6
12/14/2017,43,302,9,13.5,137.3
12/14/2017,44,374.3,13.4,56.5,130
12/14/2017,45,374.5,12.5,13.5,134.8
12/14/2017,46,325,10.4,53.8,129.5
12/14/2017,47,341,9.3,23.5,124.8
12/14/2017,48,374.1,11.1,30.4,131.1
12/14/2017,49,178.8,11.8,29,128.3
12/14/2017,50,187.2,12.2,40.6,125.4
12/14/2017,51,374.6,16.1,33.1,125.9
12/14/2017,52,307.4,11.7,32.5,129.3
12/14/2017,53,256.2,11,29.1,128.6
12/14/2017,54,305.2,10.5,27,133.4
12/14/2017,55,223.9,9.8,19,129.1
12/14/2017,56,345.7,9.7,46.9,127.7
12/14/2017,57,124.2,12,23.6,130.9
12/14/2017,58,253.9,13.2,36.3,123.7
12/14/2017,59,374.8,9.9,33.5,134.7
12/14/2017,60,149.4,10.2,30.7,140.2
12/14/2017,61,257.9,10.6,23.5,120.7
12/14/2017,62,124.1,9.2,28.6,136.2
12/14/2017,63,145.4,9.5,33,128.9
12/14/2017,64,272.9,13.2,27.1,123.2
12/14/2017,65,204.5,8.8,33.1,128.5
12/14/2017,66,295.2,9.7,39.5,130
12/14/2017,67,242.8,9.7,27.1,111
12/14/2017,68,240.7,9.4,30.5,120.5
12/14/2017,69,124.5,9.3,29,129.6
12/14/2017,70,303.3,13.5,27.7,122.8
12/14/2017,71,254.5,8.8,38.6,130.7
12/14/2017,72,208.2,9.2,27.1,120.7
12/14/2017,73,374.8,10.8,41.2,124.3
12/14/2017,74,371.3,10.2,27.1,128.5
12/14/2017,75,124.6,9.3,27,121.8
12/14/2017,76,343.3,13.2,35,125.5
12/14/2017,77,289.9,8.3,31.2,119.5
12/14/2017,78,372.7,9.5,27.6,117.4
12/14/2017,79,195.6,9.6,29,125.6
12/14/2017,80,283.5,9.8,34.8,115
12/14/2017,81,310.5,9.4,32.5,116.9
12/14/2017,82,222.8,13,33,128.1
12/14/2017,83,341.8,8.5,31.2,118
12/14/2017,84,292.6,8.6,29,120.7
12/14/2017,85,371.7,10.6,29.2,125.4
12/14/2017,86,213.1,10,32,120.2
12/14/2017,87,166.2,11.1,30.5,121.2
12/14/2017,88,341.5,13,43.4,120.2
12/14/2017,89,218.8,9.4,35.7,121.4
12/14/2017,90,245.5,8.6,30.9,123.8
12/14/2017,91,289.6,8.6,31,124.8
12/14/2017,92,339.8,8.9,34.7,121.3
12/14/2017,93,242.2,11.5,35.7,128.5
12/14/2017,94,124.2,13.4,31.6,114.4
12/14/2017,95,124.1,9.6,32.8,120.9
12/14/2017,96,124,9,41,113.8
12/15/2017,0,209.1,8.8,28.3,120.4
12/15/2017,1,275.9,9.5,30.7,110.7
12/15/2017,2,124.3,9.2,37.7,127.5
12/15/2017,3,280.3,11.1,25.2,125.3
12/15/2017,4,153.2,12.7,40.7,112.5
12/15/2017,5,240.1,9.8,31.5,133.6
12/15/2017,6,226.2,9.6,29.2,121.4
12/15/2017,7,171.7,8.8,33.2,122.1
12/15/2017,8,208.4,8.7,25.4,132.1
12/15/2017,9,225.2,12.1,39.8,118.4
12/15/2017,10,225.6,11.1,31,125.8
12/15/2017,11,152.7,9.6,31.8,113.5
12/15/2017,12,291.2,9.9,33.4,113.1
12/15/2017,13,339.5,10.4,33.3,124.7
12/15/2017,14,201.4,8.9,33.6,108.9
12/15/2017,15,124.3,12,35.4,128.5
12/15/2017,16,124.3,10.5,33,131
12/15/2017,17,276.3,9,35.7,114.3
12/15/2017,18,260.7,9.8,31.4,125.2
12/15/2017,19,275.1,9.7,31.1,124.4
12/15/2017,20,189.5,8.8,33.5,117.9
12/15/2017,21,176.7,12.6,32.7,119.1
12/15/2017,22,259,9.9,33.4,115.8
12/15/2017,23,276.4,8.7,35.2,126.6
12/15/2017,24,234.4,10.5,33,128
12/15/2017,25,249.4,10.7,34.7,114.6
12/15/2017,26,292.4,10.1,29.2,117.9
12/15/2017,27,124.5,13.1,35.5,117.5
12/15/2017,28,124.3,9.6,31,120.7
12/15/2017,29,227.3,8.6,31,129.3
12/15/2017,30,323.8,8.9,34.6,113.8
12/15/2017,31,323.6,11.1,35.3,130.2
12/15/2017,32,208.5,10.9,33.4,129.2
12/15/2017,33,312.6,14.3,31.1,123.4
12/15/2017,34,124.7,11.2,35.1,132.5
12/15/2017,35,124.7,9.8,35,126.8
12/15/2017,36,124.2,9.7,30.8,125.5
12/15/2017,37,124.2,10.1,30.5,133.6
12/15/2017,38,124.3,11.9,34.9,121.4
12/15/2017,39,327.2,12.1,35.5,122
12/15/2017,40,241.3,15.9,33,117.9
12/15/2017,41,196.4,11.4,33,116.6
12/15/2017,42,255.5,12.2,35,129
12/15/2017,43,208.6,12.2,32.9,125.8
12/15/2017,44,374.5,11.8,38.7,122.7
12/15/2017,45,308.8,12.3,26.9,133.5
12/15/2017,46,374,17.3,40.7,116.3
12/15/2017,47,373.6,12.5,29.1,139.1
12/15/2017,48,257.4,11.1,31.6,135.7
12/15/2017,49,258.5,12.2,31,120.9
12/15/2017,50,240.8,11.9,37.2,127.6
12/15/2017,51,374,12.7,33,125.3
12/15/2017,52,306.4,17.1,37.4,119.2
12/15/2017,53,373.8,12.5,34.8,135.2
12/15/2017,54,256.5,11.6,37.7,120.6
12/15/2017,55,248.9,11,31.6,125.6
12/15/2017,56,294.6,11,41.6,129.5
12/15/2017,57,136.3,15.6,31.5,117.9
12/15/2017,58,279,14.1,40.6,132.7
12/15/2017,59,309,13.4,34.9,133.4
12/15/2017,60,190,12,39.5,121.5
12/15/2017,61,374.8,11.3,37.3,120.7
12/15/2017,62,207.9,13.7,36.8,131.2
12/15/2017,63,214.6,13.9,29.5,127.7
12/15/2017,64,284,11.2,36.7,133.8
12/15/2017,65,166.1,12,32.4,122.5
12/15/2017,66,243,13,41,130.1
12/15/2017,67,277.1,14.8,31.7,136.2
12/15/2017,68,241.6,16,31.9,118.8
12/15/2017,69,188.8,11,32,128.7
12/15/2017,70,124,11,35.7,121.3
12/15/2017,71,241.8,11.4,37.4,116.5
12/15/2017,72,360.2,12,34.5,117.2
12/15/2017,73,204.7,17.9,32,114.4
12/15/2017,74,297.4,12.7,35.2,111.6
12/15/2017,75,268.3,11.9,35.2,129.9
12/15/2017,76,317.3,11,27.6,115.7
12/15/2017,77,246.7,11.1,33.2,129.2
12/15/2017,78,170,15.9,31.9,126.5
12/15/2017,79,124.3,13.7,33.4,111.2
12/15/2017,80,242.9,11.8,31.1,127.8
12/15/2017,81,242.2,11.8,39.1,116.4
12/15/2017,82,273.5,10.9,23.2,104.8
12/15/2017,83,356.1,14.2,34.9,126.6
12/15/2017,84,373.6,16.1,29.6,124.1
12/15/2017,85,356.8,11.5,38.8,104.9
12/15/2017,86,356.8,11.8,27.5,121.4
12/15/2017,87,136.6,11.9,30.8,111.9
12/15/2017,88,124.6,11.5,29.2,113.8
12/15/2017,89,226.6,15.6,29.6,118.5
12/15/2017,90,240.5,11.7,32.9,120.5
12/15/2017,91,243.3,10.9,35.5,113.7
12/15/2017,92,124.6,12.6,27.3,111.1
12/15/2017,93,154.5,12.9,31.6,120.5
12/15/2017,94,246.1,12,28.3,122.4
12/15/2017,95,153.8,17,33.4,107.5
12/15/2017,96,140.5,10.6,35.5,126.8
12/16/2017,0,325.9,10.6,32.6,122.3
12/16/2017,1,124.6,11,31.7,118.5
12/16/2017,2,124.5,10.7,31.4,108.8
12/16/2017,3,225.2,12,33.9,117
12/16/2017,4,124.4,13.8,32,104.4
12/16/2017,5,230.4,16.2,29.4,118.5
12/16/2017,6,136.6,12.9,32.4,122.8
12/16/2017,7,124.4,10.8,27.8,112.4
12/16/2017,8,259.1,10.9,33.2,118.6
12/16/2017,9,124.5,11,39.8,113.2
12/16/2017,10,124.4,14.7,32,123.7
12/16/2017,11,124.4,14.5,36,122.6
12/16/2017,12,325.4,12.1,31.9,108.2
12/16/2017,13,124.6,11.5,35.6,117.9
12/16/2017,14,124.8,11.5,38,106.5
12/16/2017,15,219.7,11.8,32.5,108.4
12/16/2017,16,162.5,16.9,34,121.3
12/16/2017,17,201.2,11.1,33.9,114.6
12/16/2017,18,240.3,12.1,29.9,113.9
12/16/2017,19,189.6,12.6,37.9,122.9
12/16/2017,20,356.8,11.5,31.8,115.4
12/16/2017,21,270.6,12.6,33.9,129.2
12/16/2017,22,124.8,14.6,31.6,109.1
12/16/2017,23,292.9,11.1,38.2,119.6
12/16/2017,24,258.2,12.9,32,124.5
12/16/2017,25,124.5,12,33.6,109.8
12/16/2017,26,288.2,12,30.8,120.4
12/16/2017,27,239.6,15,31.5,116.5
12/16/2017,28,373.8,13.2,37.6,108.8
12/16/2017,29,307.3,10.8,29.6,125.3
12/16/2017,30,224.4,10.8,33.3,116.1
12/16/2017,31,318.4,11.6,31.2,125.4
12/16/2017,32,124.6,11.8,29.9,115.6
12/16/2017,33,124.3,18.5,32.6,112
12/16/2017,34,308.4,12.7,36,126.3
12/16/2017,35,355.2,11.6,33.2,118.9
12/16/2017,36,254.5,10.8,33,116.9
12/16/2017,37,289.8,10.7,33.1,127.2
12/16/2017,38,348.9,11.4,35,110.6
12/16/2017,39,212.8,17.3,33,116.9
12/16/2017,40,306.2,11.9,29.6,117.1
12/16/2017,41,359,11.4,31,110.4
12/16/2017,42,220.7,11.5,30.9,117.4
12/16/2017,43,373.6,11.8,34.4,117
12/16/2017,44,255.4,12,29.5,118.2
12/16/2017,45,256.4,15.7,25,126.5
12/16/2017,46,374.1,11.7,41,110.3
12/16/2017,47,357.3,11.9,27.1,128
12/16/2017,48,274.9,11.3,28.9,124.4
12/16/2017,49,256.4,10.8,36.5,111.1
12/16/2017,50,341.9,12.4,33.4,126.4
12/16/2017,51,256.7,15.4,32.6,123.1
12/16/2017,52,332.5,10.7,29.4,115.3
12/16/2017,53,360.7,13.4,38.6,118.3
12/16/2017,54,111.4,12.7,29.4,116.5
12/16/2017,55,265.2,11.5,34.6,121.1
12/16/2017,56,108.1,12.9,29.6,114.2
12/16/2017,57,238.4,14.2,33.3,110.7
12/16/2017,58,319.9,10.7,29.1,127.4
12/16/2017,59,304.3,10.8,30.5,120.9
12/16/2017,60,205.5,11.7,39.5,122.1
12/16/2017,61,278.7,12,33.2,125.1
12/16/2017,62,315.1,14.6,35,110.4
12/16/2017,63,241.1,13.8,29.4,124.8
12/16/2017,64,204.4,10.8,34.7,124.6
12/16/2017,65,108.3,10.8,33.5,112.7
12/16/2017,66,108.4,11.1,31.1,128.2
12/16/2017,67,265.6,14.1,40.7,122.7
12/16/2017,68,178.7,15.3,31.6,110.9
12/16/2017,69,219.8,14.6,41.1,122.9
12/16/2017,70,209.6,11.5,27,111.8
12/16/2017,71,292.1,10.8,32.5,115
12/16/2017,72,135.1,10.9,39.7,119.8
12/16/2017,73,108.3,11,35,110.9
12/16/2017,74,211.2,15.5,35,130
12/16/2017,75,305.8,14,36.6,114.5
12/16/2017,76,305.2,11.8,33.6,119.1
12/16/2017,77,305.1,11.1,30.9,127.6
12/16/2017,78,304.9,11.9,41,112.8
12/16/2017,79,304.8,11.9,31,122
12/16/2017,80,304.9,16.7,37.1,123.8
12/16/2017,81,304.2,12,35,108.1
12/16/2017,82,304.3,12,33.2,113.5
12/16/2017,83,304.2,12.2,35.1,113.2
12/16/2017,84,304.2,10.8,31.1,119.9
12/16/2017,85,304.6,11.9,39,123.6
12/16/2017,86,304.2,15.4,31,114
12/16/2017,87,304.4,11.2,31.1,121.8
12/16/2017,88,304.5,11.8,36.7,119.5
12/16/2017,89,304.9,12.2,37.3,117.8
12/16/2017,90,305.1,11.7,33.5,126.1
12/16/2017,91,305.4,15.2,33.4,113.6
12/16/2017,92,304.9,13.9,39.1,115.4
12/16/2017,93,304.6,10.8,37.7,123.3
12/16/2017,94,304.6,11.3,33.7,108.4
12/16/2017,95,304.5,11.9,38.8,113.1
12/16/2017,96,304.8,11.7,17.1,118.1
12/17/2017,0,304.8,12,37.8,112.8
12/17/2017,1,305,16.5,32.6,115.7
12/17/2017,2,304.7,11.7,37,124.4
12/17/2017,3,305.2,10.9,31.2,114.1
12/17/2017,4,305.1,11.2,34.2,127.7
12/17/2017,5,304.8,11.9,35.5,119.4
12/17/2017,6,304.8,13.1,37.4,111.5
12/17/2017,7,305.3,17.1,31.4,125.1
12/17/2017,8,304.7,12.3,41.7,120.3
12/17/2017,9,305,10.9,29.4,113.6
12/17/2017,10,305,11,32.2,126.2
12/17/2017,11,304.6,11.3,38.1,118.5
12/17/2017,12,304.4,15.9,31.1,117.5
12/17/2017,13,304.9,13.8,29.9,111.4
12/17/2017,14,304.3,11.8,40.9,109.1
12/17/2017,15,304.4,10.9,33.5,122.5
12/17/2017,16,304.3,11.1,34.3,116.3
12/17/2017,17,304.5,11.4,30.7,121.7
12/17/2017,18,304.9,17.6,42,129
12/17/2017,19,305,13.2,34.6,106.1
12/17/2017,20,304.7,12,36.7,126.6
12/17/2017,21,304.7,10.9,31.7,123.7
12/17/2017,22,304.9,11,41,117.3
12/17/2017,23,304.8,13.9,32.6,117.8
12/17/2017,24,305.1,14,31.1,113.9
12/17/2017,25,304.6,12,41,123.5
12/17/2017,26,304.7,12,29.4,117.3
12/17/2017,27,304.5,11.3,33.6,110.8
12/17/2017,28,304.4,11,37.2,121.5
12/17/2017,29,304.8,17.6,33.1,111.6
12/17/2017,30,304.7,12.4,32.5,123.7
12/17/2017,31,304.8,11.8,38,127.3
12/17/2017,32,304.6,12.1,33.4,109.4
12/17/2017,33,304.7,11.8,33.2,119
12/17/2017,34,304.6,13.4,37,123
12/17/2017,35,304.9,14.2,29.2,112.4
12/17/2017,36,304.5,11.2,34,126.6
12/17/2017,37,304.4,11.8,35.4,120.5
12/17/2017,38,304.5,12,33,119.3
12/17/2017,39,304.8,13.9,35,119.1
12/17/2017,40,304.9,16.6,36.1,104.8
12/17/2017,41,305.5,11.1,35.9,118.2
12/17/2017,42,305.1,10.8,31,119
12/17/2017,43,305.2,10.8,33,110.2
12/17/2017,44,305,11.7,38.9,115.6
12/17/2017,45,304.8,13.5,33,117
12/17/2017,46,305.2,15.9,33,121
12/17/2017,47,305.5,11.5,29,122.7
12/17/2017,48,305,10.8,41,115.2
12/17/2017,49,305.1,11.7,28.8,125.2
12/17/2017,50,304.7,11.8,31.5,115.2
12/17/2017,51,304.8,16.7,39.2,117
12/17/2017,52,304.8,13.3,30.8,125.2
12/17/2017,53,304.7,12,33,100.5
12/17/2017,54,305.2,11.8,38,113.6
12/17/2017,55,304.7,11.9,33.9,117.6
12/17/2017,56,304.7,12.1,32.1,108.1
12/17/2017,57,304.6,16.3,35.4,124.2
12/17/2017,58,304.5,10.9,32.7,125.7
12/17/2017,59,304.5,11,34.9,113.5
12/17/2017,60,304.8,10.9,36,121.3
12/17/2017,61,305.1,11.2,35.7,115.3
12/17/2017,62,305.9,15.1,33,115.7
12/17/2017,63,305.4,14.7,34,116.3
12/17/2017,64,305.1,12.2,34,116.4
12/17/2017,65,304.8,11.7,33,125.5
12/17/2017,66,304.5,11,34.1,107.7
12/17/2017,67,304.5,11,38,113.3
12/17/2017,68,304.4,16.5,33.2,122.3
12/17/2017,69,304.3,11.5,30.9,109.1
12/17/2017,70,304.7,12.1,34.1,121.2
12/17/2017,71,304.3,11.8,35,124.3
12/17/2017,72,304.6,11.2,36,110.5
12/17/2017,73,304.7,14.4,36.1,119
12/17/2017,74,304.3,15.1,31.1,114.2
12/17/2017,75,304.5,11.1,38.1,119
12/17/2017,76,304.7,12,38.1,118
12/17/2017,77,305,11.9,32.2,115.6
12/17/2017,78,304.8,11.3,33.1,124.5
12/17/2017,79,304.7,16.4,35,122.3
12/17/2017,80,304.5,11.8,36.1,110.3
12/17/2017,81,304.5,10.6,33.7,119.8
12/17/2017,82,304.4,11.8,31.1,105.1
12/17/2017,83,304.6,12,37,113
12/17/2017,84,304.5,15,37.1,119.1
12/17/2017,85,305.1,15.9,34.1,115
12/17/2017,86,304.7,10.6,33.9,119.5
12/17/2017,87,304.7,11.1,30.9,118.7
12/17/2017,88,304.7,10.9,34.3,119.5
12/17/2017,89,304.3,12.3,38,123.6
12/17/2017,90,304.4,15.7,31.4,114.1
12/17/2017,91,304.5,13.8,37.2,125
12/17/2017,92,304.6,10.7,32.4,120.2
12/17/2017,93,304.8,10.8,31.9,109.6
12/17/2017,94,304.9,11.6,35.7,115
12/17/2017,95,305,12.8,31.4,111.6
12/17/2017,96,304.8,18.1,41.1,96.9
12/18/2017,0,304.9,17.5,30.1,113.9
12/18/2017,1,305.1,11.9,36.6,129.2
12/18/2017,2,305,11.4,31,110.3
12/18/2017,3,304.7,10.9,39,119.6
12/18/2017,4,304.8,10.9,35.2,127.6
12/18/2017,5,304.9,13.2,33,120.1
12/18/2017,6,304.5,14.5,33,115.9
12/18/2017,7,305.2,11.9,35.5,113
12/18/2017,8,305.2,11.8,33.6,116.7
12/18/2017,9,305,11.3,37.9,124
12/18/2017,10,304.9,11,35.9,111.1
12/18/2017,11,304.9,17.4,39.1,114.9
12/18/2017,12,304.4,12,41.2,110.4
12/18/2017,13,304.3,11.8,30.2,117.2
12/18/2017,14,304.5,12.5,41.4,122.7
12/18/2017,15,305,12,31.8,108.5
12/18/2017,16,305.2,12.8,41.5,121.6
12/18/2017,17,304.7,14.4,33.8,122.1
12/18/2017,18,304.8,11,37.1,109.7
12/18/2017,19,305.2,11.1,37.1,124.1
12/18/2017,20,304.7,11.9,35,122.5
12/18/2017,21,304.5,11.8,35.7,113.9
12/18/2017,22,304.2,18.2,34.4,124.9
12/18/2017,23,304.4,12.3,35.1,110.5
12/18/2017,24,304.2,10.9,33.8,111.3
12/18/2017,25,304.3,10.9,35.2,114.4
12/18/2017,26,304.3,11.2,35.4,113.4
12/18/2017,27,304.4,12.5,36.5,122.2
12/18/2017,28,304.7,14.7,33.2,113.9
12/18/2017,29,304.5,11.3,33,120.2
12/18/2017,30,305.1,9.9,41.1,125.9
12/18/2017,31,305.1,10.3,31,110.6
12/18/2017,32,305.1,10.5,31.1,132.8
12/18/2017,33,305,11.2,41.8,125.1
12/18/2017,34,304.5,17.6,34.6,119.3
12/18/2017,35,304.6,11,35,127.6
12/18/2017,36,304.4,10.4,32.7,126.5
12/18/2017,37,304.2,10,41.3,123.5
12/18/2017,38,304.2,10.6,37.1,125.6
12/18/2017,39,304.2,10.3,33.3,110.3
12/18/2017,40,304.5,16.8,41.4,127.1
12/18/2017,41,305.2,11.5,35.5,127.1
12/18/2017,42,304.3,10.8,37.7,124.3
12/18/2017,43,304.4,10,35.9,126.5
12/18/2017,44,304.7,10.1,37.7,123.9
12/18/2017,45,304.4,12.2,36.8,132.3
12/18/2017,46,304.4,15.9,34,135.1
12/18/2017,47,304.8,11.4,43.2,120.6
12/18/2017,48,304.9,11.6,33.8,135.5
12/18/2017,49,304.6,11.6,35.2,125.8
12/18/2017,50,305.1,10.3,37.1,129.1
12/18/2017,51,305.1,14.1,37.3,132.8
12/18/2017,52,305.2,22,33.2,123.4
12/18/2017,53,304.7,18,37.6,124.9
12/18/2017,54,303.5,18.1,38.6,128.3
12/18/2017,55,282.7,17.7,35.2,117.4
12/18/2017,56,283.4,18.2,36,131.5
12/18/2017,57,283.9,16.3,39.5,126.3
12/18/2017,58,283.3,17.5,37.5,125.2
12/18/2017,59,283.2,15.5,35.2,133.3
12/18/2017,60,283.3,16.2,39,122.7
12/18/2017,61,283.7,14,34.2,134.4
12/18/2017,62,286.5,16.9,37.2,138.6
12/18/2017,63,286.1,12.6,34.8,123.8
12/18/2017,64,285.9,18.9,38,135
12/18/2017,65,286,15.4,31.4,129.3
12/18/2017,66,286,14.1,35.8,125.8
12/18/2017,67,286.2,17.5,34.4,123.9
12/18/2017,68,286,14,37.5,114.7
12/18/2017,69,237.6,11.2,28,121.1
12/18/2017,70,5,15.1,40.1,117.4
12/18/2017,71,5.9,9.3,29,123.4
12/18/2017,72,6,9.6,34.1,128.6
12/18/2017,73,8.7,9,35.2,114.4
12/18/2017,74,41.8,10,34.1,129.6
12/18/2017,75,287.2,12.9,32.1,130.2
12/18/2017,76,331.8,12.7,32.1,115.7
12/18/2017,77,331.9,8.7,36.1,124.2
12/18/2017,78,331.8,10.4,33.2,117.6
12/18/2017,79,331.8,10.1,33.1,114.8
12/18/2017,80,331.8,9.3,37.1,123.1
12/18/2017,81,331.9,14.9,33.1,119.5
12/18/2017,82,332.2,10,34.2,125.2
12/18/2017,83,331.8,11.1,34.5,119.9
12/18/2017,84,331.8,9.7,38,125.3
12/18/2017,85,331.8,9.2,35.5,132.7
12/18/2017,86,331.9,11.6,31.4,116.4
12/18/2017,87,332.1,12.8,33.1,126.1
12/18/2017,88,332.1,10.5,40,125.2
12/18/2017,89,332.1,10.3,35.1,111.2
12/18/2017,90,332.3,10,41,119.1
12/18/2017,91,332.4,10.5,36.9,115
12/18/2017,92,332.6,15.7,40.8,123.3
12/18/2017,93,332.6,9.5,38.9,132.7
12/18/2017,94,332.4,9,34.9,114.4
12/18/2017,95,332.6,9.7,41,134.2
12/18/2017,96,332.8,9.1,41,131.7
12/19/2017,0,332.8,10.2,41,127.4
12/19/2017,1,332.7,16.6,36.6,115.5
12/19/2017,2,332.9,10.7,39.5,132.3
12/19/2017,3,333,10.1,41,124.4
12/19/2017,4,333.1,9,35.2,121.4
12/19/2017,5,333.1,9.1,41,129.2
12/19/2017,6,332.9,13.8,41,108.7
12/19/2017,7,333.2,10.7,33.1,127.9
12/19/2017,8,333.1,11.7,41.1,114.5
12/19/2017,9,332.5,11,37,127.5
12/19/2017,10,332.4,9.5,35,128.9
12/19/2017,11,332.4,12.9,37,121.6
12/19/2017,12,332.2,11.4,37,129.3
12/19/2017,13,332.2,9.2,37,128.1
12/19/2017,14,332.1,10,35,118.1
12/19/2017,15,331.9,10.2,34.4,131.5
12/19/2017,16,331.8,14.4,39.3,128.9
12/19/2017,17,331.6,14.4,33.1,123.4
12/19/2017,18,331.7,9,34.7,121.6
12/19/2017,19,331.9,9.2,35.4,110.6
12/19/2017,20,331.9,9,34.3,125
12/19/2017,21,332,10.5,34.4,129.6
12/19/2017,22,332,15,32.5,118.4
12/19/2017,23,331.8,10.2,30.1,123.7
12/19/2017,24,332,12.2,33.9,122.2
12/19/2017,25,332,11.2,36.6,120.6
12/19/2017,26,331.8,10.9,37,132.6
12/19/2017,27,331.9,16.5,32.9,124.8
12/19/2017,28,332.3,10.6,40.9,127.7
12/19/2017,29,332.8,10.5,32.6,112.9
12/19/2017,30,332.7,11.3,40.8,123.5
12/19/2017,31,332.6,11.6,35.1,124.6
12/19/2017,32,332.5,11.9,40.1,122.3
12/19/2017,33,332.5,17.6,42.3,132.2
12/19/2017,34,332.3,10.3,35,133.2
12/19/2017,35,332.4,10.1,39.9,118.7
12/19/2017,36,332.2,10.3,42.5,137
12/19/2017,37,332.3,10.9,44,128.9
12/19/2017,38,332.2,12.4,31.2,121.3
12/19/2017,39,332.4,15.6,43.8,126.2
12/19/2017,40,332.5,11.8,31.1,131.3
12/19/2017,41,332.3,11.5,43,132.7
12/19/2017,42,332.4,10.8,31.7,131.6
12/19/2017,43,332.3,10,36.6,128.9
12/19/2017,44,332.3,12.9,31.1,136.5
12/19/2017,45,331.9,14.1,35,117.4
12/19/2017,46,332.3,11.1,33.2,131
12/19/2017,47,332.6,11.1,34.1,135.1
12/19/2017,48,332.4,10.5,33.4,117.9
12/19/2017,49,332.4,10.2,33.6,135.1
12/19/2017,50,332.5,15.5,24.2,135.8
12/19/2017,51,332.5,9.2,42.1,123.8
12/19/2017,52,332.3,9,32.5,136.4
12/19/2017,53,332,9.4,36.7,124.1
12/19/2017,54,331.7,9.6,33.7,129.8
12/19/2017,55,331.5,11.9,28.3,129.4
12/19/2017,56,331.6,11.2,37.8,128.7
12/19/2017,57,331.4,8.6,32.9,130.6
12/19/2017,58,331.3,9.5,31.3,120.4
12/19/2017,59,331,9.6,34.6,127.3
12/19/2017,60,331,9.7,35.2,127.2
12/19/2017,61,331,15.5,29.7,108.3
12/19/2017,62,330.7,10.3,39.3,136.3
12/19/2017,63,330.7,8.6,31,128.7
12/19/2017,64,330.6,8.6,26.9,124.5
12/19/2017,65,330.7,8.7,41,134.5
12/19/2017,66,330.8,9.9,30.1,125.6
12/19/2017,67,331.4,14.1,35.2,124.6
12/19/2017,68,331.3,10.3,27,130.8
12/19/2017,69,330.7,10.9,32.7,110.9
12/19/2017,70,330.7,9.2,33.1,119
12/19/2017,71,331.1,8.7,34.9,114.3
12/19/2017,72,330.6,12.9,35.6,122.8
12/19/2017,73,331,10.4,31.1,125.3
12/19/2017,74,331.1,9.4,35.1,117.7
12/19/2017,75,330.9,9.9,32.9,122.9
12/19/2017,76,330.6,9.7,33.1,122.2
12/19/2017,77,330.6,10.2,29.1,117.9
12/19/2017,78,330.6,14.4,35.4,124.1
12/19/2017,79,330.5,9.5,34.7,120.4
12/19/2017,80,330.8,10.3,29.3,122.5
12/19/2017,81,330.7,9.1,31,117.6
12/19/2017,82,330.7,9.6,34.9,108
12/19/2017,83,330.6,12.1,35.3,124.8
12/19/2017,84,330.6,12.6,29.5,113.4
12/19/2017,85,330.8,8.9,31.4,125.2
12/19/2017,86,330.8,8.8,37.1,119.9
12/19/2017,87,330.4,8.8,29.1,113.2
12/19/2017,88,329.9,8.8,29.2,130.8
12/19/2017,89,329.7,14.5,31.6,119.9
12/19/2017,90,329.8,11,37,115.1
12/19/2017,91,330,10.5,33.9,126.6
12/19/2017,92,329.8,9.6,29.5,105.8
12/19/2017,93,329.8,9.6,33.3,114.7
12/19/2017,94,330.5,8.7,34.9,128.7
12/19/2017,95,330.4,14.9,37.7,109.5
12/19/2017,96,330.5,10,24.5,131.1
12/20/2017,0,330.6,9.9,41.1,125.1
12/20/2017,1,330.7,9.8,35.7,121.5
12/20/2017,2,330.5,9.3,31.6,116.9
12/20/2017,3,330.8,8.9,29.6,125.1
12/20/2017,4,330.9,9,33.3,118.5
12/20/2017,5,330.7,14,33.8,122.8
12/20/2017,6,330.8,9.1,31.4,120.9
12/20/2017,7,331,10.6,37.1,112
12/20/2017,8,331.1,11.2,33.2,120.1
12/20/2017,9,330.6,9.5,32.2,116.2
12/20/2017,10,330.7,10.8,28.9,127.2
12/20/2017,11,330.4,12.4,34.9,116.3
12/20/2017,12,330.7,8.9,32.5,123.4
12/20/2017,13,330.9,9.4,38.4,125.6
12/20/2017,14,330.9,9.9,34.6,116.6
12/20/2017,15,330.8,9.8,31.2,127.1
12/20/2017,16,330.9,13.4,30.4,113.5
12/20/2017,17,330.3,11.1,34.2,111.7
12/20/2017,18,330,8.9,34.6,126.6
12/20/2017,19,329.8,9,33.7,106.5
